text,main_category,rating,verified_purchase,helpful_vote,category
"Had a lot of trouble figuring out the first few levels of the game. I like a game that ramps up a little slower, I guess.  The lack of a top-down navigation map in this game was about the last straw though, it was too hard to keep track of what path led where, leading to much backtracking and frustration.  I was sorry to delete it, but it just wasn't for me.",Appstore for Android,2.0,True,1,Software
"Get your business finances organized in a very easy and user friendly way. I have interfaced with both desktop and online versions and have found both to be great, but find the newer online version to be much simpler. Go for it!",Software,5.0,False,0,Software
"This is a great strategy building game that makes me think of the old Cesar single player game with a few things added like guilds and team building.<br />It's pretty simple to figure out with plenty of tasks to guide you through the process. I just wish expanding your empire didn't require so many diamonds to speed up progress. But since they got to make money some how, go ahead and buy some diamonds to move things along. Unless you're like me and have some patience.",Appstore for Android,4.0,True,11,Software
I tried this a couple times and finally deleted it--it's pieces just don't move easily.  Have to tap the screen and try to move the pieces with nothing happening and it wasn't worth my time. I do enjoy jigsaws but this one wasn't very fun.,Appstore for Android,2.0,True,2,Software
I think the quantity of forms supplied with this software is great but the quality of the legal forms is only ok. I have printed off legal forms online that I have paid for and they were much more professional looking and better laid out. This still gets the job done however.,Software,3.0,True,2,Software
"I installed this on an older dell because I just did not  desire  windows 10. I wanted to be legit and not go through  nonsense of pirated software and this  fit the bill , clean COA,  brand new  packaging, and  worked  great for what I needed.",Software,5.0,True,0,Software
"Once again, time to update.  Have tried numerous times to get the thing to work!!! I am not a happy pinner today.  I love pinterest until it is time to update.  Your process sucks.  Won't update, won't run at all now :(  why if you can't develop a smooth update can't you just leave it alone??  This has happened every time I have to do an update... I am sick of the hassle...please FIX my fav app...",Appstore for Android,2.0,True,0,Software
"The product is an older software. In order to be able to view the instructions on how<br />to use the software. I had to download a file from Microsoft because they don,t include<br />this with windows vista. Other than that its ok.",Software,3.0,True,2,Software
"I downloaded this on my kindle for my son to watch as a reward when he does well since we are stuck in quarantine. It seemed like a good solution to keep him off of the full YouTube app, but it turned out is too difficult to navigate between videos.  The recommended videos are a bit too samey for him.  Since he is too young to read or type, he gets stuck in one video type (such as baby shark over and over) and gets frustrated with it too easily.  I ended up spending too much time typing in searches for him",Appstore for Android,1.0,True,7,Software
"They should clearly state that you are unable to synch your office 365 subscription before you purchase.  I bought it yesterday, spent time setting it up only to discover it will not synch with Mac OS 365.",Software,1.0,True,0,Software
Was difficult to install.  Was not 2015 was an older version and did not work and did not work on Windows 10 and could not be updated to work on Win 10. Would not have purchased if known it was difficult to install and get going.,Software,2.0,True,0,Software
"The robots are great, the weapons are killer and the battles are epic. But, the game lags constantly, frustratingly and you will be dumped by the server about 10% of the battles you are in.<br /><br />I love this game, and being retired I can play every day!<br /><br />They really try for fair matches but it takes a real commitment of time and energy to compete at the top levels against people who pay big $$$ for the latest robots and weapons and to upgrade them to almost invulnerable strength 💪<br /><br />I recommend you give it a try, but you will be frustrated at some point.",Appstore for Android,4.0,False,1,Software
"This game has an endearing story line and a fun to use voice command (or text based) interactivity option. Say ""Go to town,"" and your character next tells you what it finds in the town to identify your new options. Best to use text commands if you are in a low connectivity area though.",Appstore for Android,5.0,False,1,Software
Our grandson who is 18 months loves songs. This app has &#34;Old McDonald&#34; and you pick the animal at a puase. We have to help on that part but older toddlers should be able to do that themselves. The paid version has three addditional songs and scenes. This is the only app that I have every condidered buying the full version of. It's a very good app.,Appstore for Android,5.0,True,2,Software
I started this ap ok......got stuck couple times.  Dont take long to use coins.  It should refresh at least some coins after a while but nooooo...you have to buy them.  Well i guess this will be deleted since im not buying any coins then i can never go any further.,Appstore for Android,2.0,True,0,Software
"Unfortunately my daughter was assigned this for school. 80% of the answers are incorrect, the explanations are terrible or incorrect, and it makes teachers lazy because they assign the work so they don't have to teach. Run from this product!!",Appstore for Android,1.0,False,0,Software
"I had to move from an old PC to a new one.  I installed on both machines, got it running and went home.  The next morning, boom! New machine is just like the old one.  Really really pleased.  (Tech support chat was lame, but what can we expect on a Sunday night?)",Software,5.0,False,0,Software
"Wife's Kindle Fire 8 7 gen had latest United App and would not play anything on 4 flights this year. Entertainment was working, as my Samsung phone and Windows tablet both worked (Edge had issues, but believe that was Ad Blocker so used Chrome). Kindle Fire is listed as working.<br />I am amused how many reviews are here for the airline service itself. I believe the only solution is to get rich and fly private.",Appstore for Android,1.0,False,1,Software
It never works. We just get a black screen when trying to play videos or it starts and doesn't finish the videos.  We always end up using our chromebook instead.  The fire tablets are so limited with apps that work and/or that my children actually enjoy.,Appstore for Android,1.0,True,11,Software
"I love this game. It's like a crossword puzzle and a word find puzzle all in one. It's challenging enough to not be boring, but not so challenging as to be frustrating. And if you do need a little help, the hints are not excessively expensive. Coins are easy to earn. The background pictures are beautiful as well. Great way to waste some time!",Appstore for Android,5.0,True,5,Software
"The Dr Panda Home app is really great for young children. Surprisingly, it's also fun for adults looking to kill some time. Mostly, I look for free Dr Panda apps. But my kids really enjoy them, so once in a while I &#34;splurge&#34; with the occasional $1.99. It's a fun app and worth the price.",Appstore for Android,5.0,True,10,Software
"I read about this program and how fantastic it was. Well then! I could not install (activate) the security software V.4.0 because.......I really do not know! I submitted the serial number, my user name and the so-called password. The download did not commence when it was supposed to. I tried contacting Eset's Customer Service, but no one has returned my e-mail. Lastly,I have tried to re-register the product. Following, I received the message that ""someone"" else is using that serial number. My conclusion is that this program is not ""Smart"" or worth the agrivation!",Software,1.0,True,3,Software
"Kindle Developers! The App Store on the Fire HD does not warn you of incompatibility like it does when I shop with my PC. The Kindle encountered a problem loading this app from the App Store. Other than that, my Fire HD rocks!!",Appstore for Android,1.0,True,11,Software
I like this game  because my favorite game is hangman. Hangman is a great game for kids and kids like  it to and so do adults. Hangman also teaches other kids new words that they have never known before and if they are in school their teacher may teach them what that word means.,Appstore for Android,5.0,True,1,Software
"If you at playing this on android the updates breaks cloud saves and characters all the time.  My kids have played this game and loved it but lose their characters all the time.  Galaxy note 2014, and galaxy note pro 12.2.  Their Support can never help...bad devs.",Appstore for Android,1.0,True,3,Software
"I enjoyed style me girl, but from experience I would not purchase cash with real money, because it will not give you the money that you desire. but if you find a way to look past it, like I did, then you will find it a wonderful game. and you get free coins from Stella everyday for a bonus. I loved it.",Appstore for Android,5.0,True,0,Software
"What I disliked was that this was way to frustrating trying to install this onto my computer, I hope I can return it and get 100 % refund<br />How can I get a refund on this item , it did not work out ?",Software,1.0,True,0,Software
love the graphics of this slot game. the payouts are like what you would have at a real casino. the only drawback is the amount of money you start with and how long it takes to earn the bonus games.  keep up the good work ZIPLINE GAMES!!!!,Appstore for Android,4.0,True,0,Software
"I love using this program.  The game format makes it rewarding, fun and challenging.  I am on level 7 and so far it's mostly been a review for me, but I have been learning as I go.  I wish I had a smart phone so that I could use it on vacation.  Thank-you, Duolingo!",Appstore for Android,5.0,True,0,Software
Game is solid but why in the world would you have a notification for a review after 2 games. A grand total of 3 minutes in a nd you want a review. 2 stars for annoyance. It will drop to one of these is any other,Appstore for Android,2.0,True,29,Software
"Worked fine for the transfer but Laplink appears to use it as a bait and switch.  They don't give instructions so you have to call their helpline.  They'll try to upsell you to have them clean your old system before you transfer for $100.  Call them out and they drop to $70.  Keep pushing and they come down to $40.  By then I knew I was being had, turned down their service and transferred myself with no problem.",Software,2.0,True,0,Software
I was a long term owner of Big Win Baseball. I had a level 19 team and had actually spent money for Big Bucks. Then Hothead issued a revision to the game that was incompatible with Kindle. I just want to see if they pull the same stunt here.,Appstore for Android,1.0,True,3,Software
No way to advance. Earn 50-60 coins IF you pass a level which is highly unlikely! Boosters or anything cost 900+ coins. My point and bottom line is its a money hungry game....FOR YOUR MONEY! DON'T waste your time.,Appstore for Android,1.0,True,5,Software
I was able to pick this program up and learn from scratch very easily.  User friendly and great for a small business with typical transactions.  The reports are very useful for determining financial position.,Software,4.0,True,0,Software
"I am a long-time user of Excel and Word. This version is an absolute nightmare to use and lacks many of the simple functions available in previous versions. The need to use OneDrive files is irritating as mentioned by other users. Even more problematic, I could not get upload a text delimited file into Excel as I have done many times before with older versions of Excel. I have not been able to find the spell check in Word. I wonder if you have to upgrade to their premium version for a simple spellcheck function.",Software,1.0,True,2,Software
"I played another game similar in style, but it was way too easy. This game is actually challenging and fun! I have played it a few times over the past couple of days and am still not bored with it, the clues are subtle enough to keep you guessing.",Appstore for Android,5.0,True,0,Software
"I've had this on my ANDROID phone for a while, as a free application does well.  On my phone I can easily send notes through email or text messages (or FACEBOOK) both through WiFi or cellular service.  My KINDLE is WiFi only and so far have only experimented, seems consistant.",Appstore for Android,4.0,True,0,Software
I should of read more of the reviews before buying. keeps taking me back to the home screen after choosing one of my pic from the gallery. needs to be updated to fix this problem. the sample pica work. real bummer.,Appstore for Android,1.0,True,15,Software
This is great!  It's accurate and gives you an overview of the next week.  Very easy to use.  I have tried other weather apps and this one is easiest and most up to date using GPS to tune into yor specific area and report your weather and not the big city 100 miles from you.,Appstore for Android,5.0,True,0,Software
"Works great.  I use Spotify mobile app on W8 phone & Kindle Fire.  No issues.  I heard some reviews complain abut the shuffle play being only play back option.  The Spotify app does make it appear the only playback option is Shuffle Play as button is prominent on top play list, but to bypass just click  on first song to start playing music and the songs will continue to play in descending order as your playlist is built.  Enjoy.  Now for the Amazon Fire HD music app - go back to school or at least try and mimic Spotify if you want to have any success.",Appstore for Android,5.0,True,123,Software
Has no tv show or movies that actually do not freezing up it is annoying and it had none of my favourite shows that is annoying why all of the old shows to there I'd nothing on ever on tv but this is worse nothing NOTHING AT ALL DO NOT GET THIS APP IT IS A WASTE OF TIME,Appstore for Android,1.0,True,1,Software
"I really like that I can get the colored bubbles I need to have, even if I don't win the game. Other bubble shooter games will give me every color, but the colors I needed. Sometimes I would get 7 or 8 bubbles of the same color when I had only one bubble left, and they weren't the color I needed to pop the last bubble. All that does is raise my bloodpressure! I only play to relax and when the game frustrates me for that reason, I stop playing. I have deleted other shooter games for that very reason!",Appstore for Android,5.0,True,6,Software
I found this to be a fun slot. They have added more games to it which are fun. The only drawback is waiting for more coins. The machines are a little tight also. Loosen them up some and I would play more. 😆,Appstore for Android,3.0,True,1,Software
"This was a really great app when I first got it. But when the radio stations that the app is tuned in to have changed what shows they run at what time, some of the listed shows are not what is running. For instance Laura Ingraham and Glenn Beck are not what is playing when you click them. Also, the app will go silent when you get a call, but won't come back when the call is over, even if you dismiss or ignor the call.<br /><br />A great idea and would still be a GREAT app if they correct the show/station/time problems.",Appstore for Android,2.0,True,37,Software
"crackle has a poor selection of movies, not many to chose from and most are pretty old. it's for adults only in my opinion. if you give them your personal info they admittedly use cookies to track what you do online. when I did attempt to watch a movie, the app stopped working and I didn't feel like messing w it anymore. I deleted crackle. if you chose to sign up for it I suggest you read their disclaimers on how they use your personal info.",Appstore for Android,1.0,True,109,Software
"This app is an excellent app for those of us who love doing puzzles &amp; because of space or time refuse to indulge in an easy pass time. If you are not finish, just take up &amp; go with your unfinished puzzle, plus its free!",Appstore for Android,5.0,True,1,Software
"Been using windows 8.1 for a while now. I'm thankful I bought this product. I'm familiar with this version, so I didn't have a problem adapting to it. Had some issues, so I called Microsoft and their service was great. They helped me to install it, and I was very satisfied",Software,5.0,True,0,Software
"Pretty graphics.  Ridiculous distance and size.  If it wants to be an educational app it fails the most important test, the visual.  Beyond that it runs well on my phone and the information appears to be valid from what little I read.",Appstore for Android,3.0,True,0,Software
"This is a pretty clever idea for a game. You're given two word lists and you match them by their association with each other. I've played several levels so far and it's a good way to kill some time. So far however it's been a little too easy for my tastes. The game sounds challenging but so far, for me at least, not so much. It was a FAOTD so I can't complain. I wouldn't pay for it. If you can get it free, try it.",Appstore for Android,3.0,True,0,Software
"This app is superb! I generally set it to go for 45 minutes but it puts me out long before (as far as I can tell). I like crickets and dryer. A bunch of great combos, actually. A marvel of good thinking!",Appstore for Android,5.0,True,1,Software
"I love the journal, but I wanted password protection.  Password always comes back as wrong password.  If this issue was fixed this would be an awesome app.  Would still recommend though, as otherwise it is good.",Appstore for Android,3.0,True,1,Software
Most inefficient app I've ever used. It only transcribed on small products and completely disappeared when time to translate documents or other written conversations and instructions. Very disappointed!,Appstore for Android,2.0,True,0,Software
My sister told me about the game. I can play the slot with out having to go to Vegas or Tahoe. Sometimes you jus need to lose yourself for a short while. There is a way to buy more chips if you wish. But I have not yet. ( real money). I will say it is worth a try.,Appstore for Android,4.0,True,2,Software
My dad doesn't like this new fancy technology but I was playing this game and I showed him how to play and he took over! I can't even get my kindle from him he plays for hours. It is a classic match 3 where the rows move horizontally and vertically. There was no technical problems with it. We only thought there should have been more levels:).....,Appstore for Android,5.0,True,4,Software
I am amazed this mastermind clone is free. It is incredible and I am convinced.it will help your overall thought process. Don't discount it based on the fact that it is a game or inexpensive.  It is a mind gym.<br /><br />My wife loves this. She has a masters degree in mathematics. She finds this an intellectual exercise that doesn't affect her carpel tunnel problems. Wonderful game and I got it free. I've paid 99 cents for games that were horrible. This is magnificent and I would definitely buy an upgraded version.,Appstore for Android,5.0,True,1,Software
"Pretty good, but not great. The &#34;pictures&#34; of each planet are rather cheesy. But I do love being able to speed up the clock, go to certain dates, etc. Very cool. It would be REALLY cool to see the perspective of the planets from any spot on earth...(hint hint)...for any date/time in history.",Appstore for Android,4.0,True,0,Software
"Amazon removes Parler but lets Twitter remain unchecked for the things Parler was banned for. There are just as much as violence, misinformation, etc on Twitter. More than Parler from both sides of the political isle.",Appstore for Android,1.0,False,2,Software
"I've been playing this game for around 3 years now. There's still a ton of bugs to fix. Everything feels slow, and the game crashes often. The maintenances are ridiculously long. On top of which, the devs tend to screw things up and then go into emergency maintenance a lot too. They also do not compensate fairly for it. Also regarding the gacha, the powercreep is insane. There was a safety net before in terms of step ups, but no longer. It's just not worth playing. There are a ton of better games out there to play, even for Final Fantasy fans. Avoid Gumi games",Appstore for Android,1.0,True,7,Software
"This app is so great! When I got the app it took a while to download but it was so worth it!!! Now I go on the app every time I can fit in! You get to create sims buy houses and even find love! You will love this app because it's it's just like life but you can control more! Here are some things that happen in the app<br />-find love<br />-make friends<br />-have a pet<br />-build jobs and hire yourself<br />-and get rest, watch tv and take a shower<br />This app will surely make you want to play it over and over again. Please take my advice!",Appstore for Android,5.0,True,5,Software
This was super simple to renew if you already have the product. Merely go to your McAfee account. Go to redeem retail card and paste code. From there it will ask if you wish to extend subscription. Select your current subscription and click yes. From there it will automatically extend your product. No uninstall and new installation as before. This is a great improvement. Be sure to not select auto renew as it is much cheaper to purchase the software from Amazon.,Software,5.0,True,1,Software
"I like the breaking news alerts. App runs smoothly. Hopefully by leaving this review, connecting to the app store through the app will stop the &quot;please leave a review&quot; popup from opening every time I run the app. If not, I'll uninstall after leaving a one-star review!",Appstore for Android,4.0,True,0,Software
I absolutely love this game! I love these kind of games where you go around and find clues. I have played this game (and Cryptic Keep) over and over again. I love how you can play it again later and see how much you remembered. I like to think I'm that person in the game finding all the clues. I was just wondering if there is going to be another one? I really hope there will be another one because it seems at the end it's not over as it says &quot;another adventure awaits&quot; I really want to know that other adventure! Hope there will be another one! :-),Appstore for Android,5.0,True,0,Software
"I really like this one here for starters its menu  is detailed and user friendly,every task is easy and reliable. I'm so happy.it works well,no real dislikes,it's perfect with this tablet (kindle fire ) great job guys",Appstore for Android,5.0,True,0,Software
"Perfect as an alarm clock. It always goes off on time, the weather is accurate (or... more accurate than the weatherman), and I like the selection of alarm noise. Also, it's nice that the alarm will go off when you aren't in the app. It's great for time management.",Appstore for Android,5.0,False,0,Software
This game is educational. It is fun and holds my preschoolers attention. Which I find important to any game for my son. He enjoys getting it right. The consequences for getting it wrong are a little noise and he tries again. Because of this try again concept he does.,Appstore for Android,4.0,True,3,Software
best tilt based game out there and nuff said so go get it unless you hhate fun and I will keep catching my fish with this fun app.  its so much better than iphone version if you use tablet because the graphics are better.,Appstore for Android,5.0,True,2,Software
I installed it once and it didn't work then again and now again! whenever I tap on it the darn thing sends me back to the home screen I cant even get on the bloody thing! it keeps saying that I don't have a copy of minecraft on my kindle! (which I do),Appstore for Android,1.0,True,3,Software
Big fan of Gordon Ramsay so it's super exciting to finally see him in a game. I enjoy the fast paced aspect of the game. Creates an appetizing challenge. The graphics are OK. The reason for the 4 star review is because of the annoying music that continuously plays. If it could be turned off I'd give this game 5 stars for sure.,Appstore for Android,4.0,True,194,Software
"It is too difficult to download in places like Singapore, even though I am travelling all around the region.  Plus the new Win 8.1 version is far inferior to the original Win7 version.  It tries to be too smart and ends up being very difficult to use if you use Win8 without the Metro tiles.",Appstore for Android,4.0,True,0,Software
One of the best puzzle/hidden object games. Difficult so not to bore but with hints you can proceed without having to go online to solve. Nice music. Haven't<br />finished yet but so far so good.<br />Bring on the third Snark Buster!,Appstore for Android,5.0,True,0,Software
I have been waiting frver for a game like this to wander around the corner. Whoever created this deserves a medal or something in my oppinion. Ifyou d not like this gae then there is something wrong . Freddy fazbear is an amazing followup on chucky chees e with great animations and thrilling sound effects i wish there was a little ack story to fazebears pizza but if you are scared dont play it an be scary my friend played on the ardest modえ(cuz he is a daredevil) and woudnt touch his phone for an hour love it i would give it a six if i could my money was well spent,Appstore for Android,5.0,True,41,Software
A total waste of time - very non intuitive to use.  It appears to be a case of 'we must have more gimmicks and gadgets - so here is one more gimmick'.  I uninstalled it 15 minutes after downloading it,Appstore for Android,1.0,True,2,Software
I like playing this game whenever I am bored. I love how it really makes you think. Very brain stimulating! The only thing I don't like is that I need WiFi to play it. Other than that it is a very good game. I would highly recommend it ... if you have WiFi.😁,Appstore for Android,4.0,True,40,Software
Turbotax Business software was awesome for me I have been using it for 4 years to prepare my business taxes and it just keeps getting better and better. They have now included efile for your business taxes that worked out great.<br /><br />Thanks again TurboTax.,Software,5.0,False,0,Software
Exactly like a lesser version of Don't Starve with the same amount of grinding but the grinding points don't amount to anything except for a high score. There aren't that many things to craft but I really appreciate that it basically is a nature survival and doesn't use the horror survival crutch like all other survival games. It's also less dangerous than Don't Starve where everything tries to kill you even the trees.I recommend it but if you don't mind the grinding and don't get bored easily.,Appstore for Android,4.0,True,1,Software
"Though in real life, I cannot stand spiders and all those creepy legs, I find this a fun and quick paced game. Just what I need for a break here and there throughout the day (or night). Rules are simple, but there is a challenge involved.",Appstore for Android,4.0,True,0,Software
"Uninstalled it after three days of problems.  Battery was always hot, charged slowly, settings on programs changed, this is a true piece of crap and I have no doubt it was phishing for information too.",Appstore for Android,1.0,True,0,Software
"I bought this because Symantec was not doing a good job of scanning my two month old laptop. Needless to say, my laptop caught a virus and crash right when I had an important assignment due. I did a lot of research to find one that would fit my needs; network protection, spyware, antivirus, etc. and ended up finding the PC-cillin Internet Security packet to be one of the best.<br /><br /> It has been a month now since I have been using this,and although it is somewhat better than Symantec, it definitely is not an application that will protect you against Spyware, or Adware.",Software,4.0,False,3,Software
This application was so much more than I expected! The games have themes and keep the level moving up all the time. I like the variety of puzzles given also. I am tested each time I open a puzzle. Dave sure keeps it interesting and fun!,Appstore for Android,5.0,True,0,Software
I hate this when you delete it you lose all to your servers like on my mini tv there was a viris on it and my mom had to reset the hole thing and my favorite server that I made for my sister was gone. dont install you lose everything when you delete!this game is stupid and im serius! and im a kid and a boy dont freak out. but dont download if you do... your stupid and I cant even udate it,Appstore for Android,1.0,True,8,Software
"Terrible! After I downloaded this item, the app refused to upgrade me even after I purchased the upgrade with coins and received a confirmation.  If I were to have received what I paid for, I may be able to give it a better rating.",Appstore for Android,1.0,True,1,Software
Simply put its an awesome software. Everyone with a Mac who want to use their amazing Windows/Microsoft applications on the Mac without need the Parallels for Windows software. It's smooth and feels like the windows apps are running natively on the mac. Thank you!,Software,5.0,False,0,Software
This app won't even install after 9 or 10 attempts.<br />Amazon kindle failed to start because it could not find or load the Qt platform plugin 'Windows'.<br />It looks as if Amazon has abandoned the Windows community.<br />BUMMER!,Software,1.0,True,0,Software
"Needed the update to continue, several tries later I had to download the app again. Lost all my coins, powers, awards...everything! Kinda frustrating. Great graphics, realistic feel, wish I had my coins back!!!",Appstore for Android,3.0,True,0,Software
"Ahh zombies! Use plants to defend your house against their attack! Don't let them eat your brain.<br /><br />All you do is unlock plants and different areas of your House to defend against the undead hoard, including your backyard swimming pool and your roof. You have to actually think to play this game and come up with strategies to defend and place the plants in strategic places. It's really fun. :-)",Appstore for Android,5.0,True,3,Software
"Install and operation was perfect, however, it would not function on my Panasonic big screen. I have run every streaming service known to man and they all work perfectly with the exception of Apple. The Apple trailers worked flawlessly, however, none of the actual movie content would load. I simply got the circle of infinity going round and round trying futilely to buffer.",Appstore for Android,1.0,True,0,Software
awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! You should GET IT! YOU GET TO. SLICE things up!!!!!!!!!! soooooo cooool.  :) super fun and entertaining defenitly get it if you dare!!,Appstore for Android,4.0,True,3,Software
"I downloaded this on my daughters tablet because she likes to pretend that she’s making food. So she started playing this and you can drag ingredients over and it mixes it for you and it’s pretty cute, she likes it",Appstore for Android,4.0,True,7,Software
"This is the best Solitaire app I have ever played. The graphics are bright and legible. You can undo as many times as you want. And it has a cool card dance when you win. My 87-year-old mother likes it, too.<br />Get it now.",Appstore for Android,5.0,True,0,Software
"I've been using this app for years. When my daughter was born, we lived on a noisy street and it this app saved my sanity. She would sleep so much longer! Now that she is bigger, we use the timer feature and have it turn off when it`s ok to get out of bed in the morning. It helps to keep her from waking me up at 4am.",Appstore for Android,5.0,True,2,Software
"I have used TurboTax for years.  We owned rental property, our own business and now just a simple tax return.  TurboTax walks you through every step.  Absolutely anyone that can get on a computer and load the disk can follow TurboTax.  I wish other programs were as simple!",Software,5.0,False,0,Software
"They carry everything.  They make it easy to order.  They get it to you quickly. Only one thing you need to do and that is put a very good description of the product.  Size, weight, etc.  depending on the product.  GOOD DESCRIPTION OF THE PRODUCTS.<br /><br />Janet",Appstore for Android,5.0,True,0,Software
"great puzzles, had a hard time teaching little one how to move the pieces and discovered that it is just hard to do. she loves playing it now that she can get the pieces to move. Hate the in game purchasing.",Appstore for Android,4.0,True,0,Software
This is a nice twist on word games. You have one clue and all of the letters to spell three answers. You can get hints if you are stuck and there is no timer. This is definitely a new part of my time-wasting word game rotation!,Appstore for Android,5.0,True,0,Software
This is the worst software Microsoft has ever made.  Save yourself a huge amount of frustration.  It is sooo annoying.  They took a an OS that was perfectly fine and ruined it.  I am going to purchase windows 7 and hopefully it will erase this mess of an operating system.,Software,1.0,False,8,Software
"its cute enough, easy enough for my child to play, has little tidbits of facts after each game. cute pics you can choose easy, medium, or hard(difficult) skill levels, although I didnt see much more difficulty between easy or medium other than the number of photos included in your play. the photos got really smaller in order i guess to fit them all on screen, great game for a buck, was looking for something girlish for memory game for my daughter.",Appstore for Android,5.0,True,1,Software
It is a great game.  Especially when you just want to relax and play something that doesn't take a lot of thinking.  The only thing you have to think about is the angle that they give you.  The moving target portion is a little more difficult.  But fun.  Love it.,Appstore for Android,5.0,True,0,Software
"I upgraded this product in order to pay bills online directly from the program, as opposed to double entry. The program crashes each time I try. I have used Quickbooks Pro for over ten years & used to recommend it highly. They need to spend more of my money on tech support rather than PR.",Software,1.0,False,4,Software
"I tried around twenty times to connect, contacted support twice, exchanged three routers with comcast Xfinity(Support advised this could be the problem).  It would not connect for no more that 5 hours or not connect at all.  I am returning and purchasing a different thermostat.  I have hooked up and working 1 insteon hub for light connections, 1 WD MyCloud, 2 tablets, 2 desktops, 1 Laptop sometimes, 2 WiFi printers, 2 smartphones, and 1 Echo.",Appstore for Android,1.0,True,1,Software
"At first I did not realize that I had to play the first domino highlighted, so was frustrated (would not have played the one demanded).  But, after did the game a while, figured it out.  Only complaint is that on occasion I will want to play at a certain place to make count and the program will take over and play it on another option.  If I pay attention and make sure I move it all the way to the position, may be OK.  ???  A good pastime that can be stopped and started, a mental break.  Just spend a little time getting used to it before you decide it is a poor product.",Appstore for Android,5.0,True,0,Software
Have been looking forward to watching Project Blue Book and got through first few episodes before the entire App has now crashed trying to play the War Games episode.  Have tried for over a week using multiple HD Fire Sticks and the episode simply won't play through the ads and freezes the entire App.  As a DirectvNOW cable subscriber this is beyond frustrating to still have to deal with ads before and during episodes.  Reviews have stated this issue for months and still a fix hasn't been provided.  GARBAGE APP.,Appstore for Android,1.0,True,0,Software
"Enjoyed the game.  Had many places to explore.  Good graphics.  Plenty of HO's.  Would have given it a 5 star but it was fairly short for a game that costs 2.99.  But, it played on my kindle fire with NO problems or glitches.",Appstore for Android,4.0,True,1,Software
"I really enjoy playing this game. I am on level 819 and in the farm area 35 without spending any money. I find it fun and relaxing though it may be made for the younger generation. It's different, like a game in a game. The farm is appealing to me because it is simple and uncomplicated compared to the more complex farm games out there now. It may not be suitable for everyone, but it just right for me. I will be sticking to this one. Five stars😁  ljj",Appstore for Android,5.0,True,0,Software
I dont like how you have to wear certain thing to get enough lips so you can DO certain things I should have the right to Dre's my character the way I want not what THEY want. its not fair to me.AND the coming soon never comes AT ALL!,Appstore for Android,3.0,True,2,Software
"So much of a place to find both answers and inspiration it can quickly seem an addiction. Really though, do keep an eye on the amount of time you spend - not a time wasters, but you will be surprised how much time has been lost while wandering around.<br /><br />If you have an imagination, curiosity, or intellect ... I promise you'll love this app.",Appstore for Android,5.0,True,14,Software
Haven't been able to play in 2 weeks because the game says i have to update...when I click on UPDATE it takes me to Amazon but there is no update option.  I will give it a couple more days then I am deleting the app permanently from all my devices for good.,Appstore for Android,1.0,True,0,Software
"Terrible.  I can't even draw people . I thought this would be easier than procreate. I really like drawing and this is not a good was to start your career. I wanted to be an illustrater and draw my stories but NO. I am not going to spend 1,000$ on an I pad just for drawing. If you have a phone, I recommend procreate pocket.😡",Appstore for Android,1.0,True,4,Software
"This is great fun! I enjoy WWF, but if  I want a quick game this is terrific. Just what I need when waiting around for the news to come on. Playing against the droid sharpens my skills. Really glad I found this one.",Appstore for Android,5.0,False,0,Software
"It gets near the end of the process and halts saying it cannot create a Linux partition.  I'm using a brand new 2TB drive, there's certainly enough room on it and why is it trying to create a Linux partition anyway?",Software,1.0,True,0,Software
Out of all the games like minecraft and roblox this one is the most creative! Wild works has been working hard on this and their Christmas update is the best! Thank you wild works! I'm super happy with this game even though I don't have good internet. Keep making amazing games Wild works! Please play this app!,Appstore for Android,5.0,True,708,Software
"Have had the Kindle app for all of my Android devices for what seems like forever. Never could understand why I was unable to watch Amazon video's, now I can, at least on my HTC One. Seems to work well, haven't encountered any problems at this point. This app needs to be available for my Google tablet and all will be right with the world. Five stars when available for all Android devices",Appstore for Android,4.0,True,0,Software
It was never great but the latest update takes read-ability away and is so glitchy! Get ready to dumb yourself down to read oversized thumbnails one at a time and restart your game replays multiple times. They should really test these updates before release.,Appstore for Android,2.0,False,1,Software
"This is an excellent program for learning German. I have used a number of German software learning programs and this is the best. I also feel that Ouino surpasses duolingo which I have completed. I highly recommend this product. It is truly outstanding for the price and it is also clear, from how carefully they have constructed the learning system, that the developers of Ouino are very concerned for their customers.",Software,5.0,True,2,Software
I purchased two boxes for my nephews and they love the product. Online teachers make them laugh while they learn to code! Support was very helpful in helping them out when they needed it.<br /><br />My nephews are always looking forward to the next lesson! CodaKid rocks!,Software,5.0,True,3,Software
"reminds me of old tank games from computer and atari. -sometimes these games should stay in the past.... it's very slow playing, doesn't need a lot of strategy and bored me to tears quickly, just like the originals did. I personally found the controls annoying and would prefer a joystick for movement!!",Appstore for Android,3.0,True,7,Software
I got this app cuz it looked cool then i found out its much much more it has a built in game called num nums&trade; and it has new stickers that you can buy with kik points in witch you earn by completing achevments you can also use it to talk to people near and far it also has a group chat option and you can share photos you can create memes you can scetch you can image search and the posibilatys are endles i really sugest this app you cant talk to there friends very often.  Aiden,Appstore for Android,5.0,True,5,Software
I'm still getting used to the program and where everything is. I did however layout how I would like to renovate out kitchen. I was able for put the measurements in the drawing and see how it would look. Very rough drawing but it work for now.,Software,5.0,True,0,Software
