text,main_category,rating,verified_purchase,helpful_vote,category,ai_score
It worked beautifully with the case I purchased for my switch. It completed the entire look. Easy to apply. I noticed that it doesn't get covered in finger prints so that is a bonus. Happy with my purchase.,Video Games,5.0,True,1,Video Games,0.00012205994647240814
"When I heard that it might ruin the back. They were not kidding. I put back the previous stand by Nintendo because of it and now it wont close. The stand partially damaged the back hinge making it so it won't close. There's a reason why Nintendo made it easily popped out because if it didn't pop out and you tried to put it on the docked while the Nyko stand was open, it would damage the hinge where the stand is put. Now I can't close it. Now I'm forced to use the Nyko. So be warn.",Video Games,1.0,True,3,Video Games,0.00010708458403341226
"Just another example of a console game modded for the PC. Limited to 10 buttons for the xbox and the hud bobbing makes me seasick. It wouldn't be so bad if I was sitting a few feet from the TV but up close on a monitor is annoying. The flow of the game is a bit confusing at time and whats's will the collecting point? I don't play online games. Why do I have to log into steam to play single person.<br />I played through it once and deleted it from my PC along with my Stem account. If I payed more that $10 for it, I'd be pissed.",Video Games,3.0,True,0,Video Games,0.0007816336371702093
"The Racing Steering Wheelstand extremely met my expectation. My son loved it because the way it was built and very sturdy, and also has a good weight. It was very easy to assemble and the instruction was simple to follow. Thank you again. Great product.",Home Audio & Theater,5.0,True,0,Video Games,0.0032225522128004336
"Perfect if you don’t need to bring along the dock and extra controllers. I pack the Switch and games in this, and then toss this and the dock and extra controllers in a regular tote bag if I need to bring them because  thosee components aren’t as delicate. I also like that it’s not obvious what’s in the case. It’s lightly padded. I wouldn’t put a bunch of heavy stuff on it, but it’s good to toss in a backpack or tote bag.",Video Games,5.0,True,0,Video Games,9.597876132749761e-05
"The best zumba game yet! I have never taken a live zumba class but I don't feel like I'm missing anything. This game is fun and challenging, I have had it for almost a year and still not bored. Love all the different instructors and venues, the music is great and dances are challenging and fun. It IS a bit hard to use the waist belt with the Wii remote so sometimes I go without. But the game is so fun it's just a minor inconvenience. There are lots of extras and so many options for different routines you never have to do the same one twice. Plus you burn 500+ cal an hour and the time flies!",Video Games,5.0,True,0,Video Games,0.00014365583226316758
"The fan seems to work fine and keeps the PS5 cooler although it's still shutting off after having it on for awhile. I'm beginning to think it's something to do with the PS5 itself, seeing as we bought it shortly after it was released. Overall the fan works fine though. If you're looking for something to keep it from overheating though, that it won't do unfortunately.",Industrial & Scientific,4.0,True,3,Video Games,8.28649939554893e-05
I love this! I have Wii Fit and Wii Personal Coach but this is the one that holds my interest. I started with the 30-day challenge. The exercises are short and varied so you never get bored--about 18-20 separate activities from sports to running to strength training. Tracks how many calories you are burning and compares to their estimate--running total on screen. There is a small window on right with coach showing you how to do each activity/exercise and the pace. Best home exercise!,Video Games,5.0,False,0,Video Games,9.307494530652605e-05
I got these headphones to use while working from home and for my spouse to use while gaming. They are great noise cancelling and the speaker quality seems great as well. They are well padded and quite comfy to wear for a long period of time. So far no complaints. Good deal for the price.,All Electronics,5.0,True,0,Video Games,0.0001475214958190918
put the controllers on the charger and get up next moring its green showing charged pulled it off the charger to use first thing on scree battery low charge controller so I had to use console and a cord to charge controller it will be returned,All Electronics,1.0,True,0,Video Games,8.344650268554688e-05
"Really like this switch case, keeps my switch from getting scratched up in my backpack also gets alot of positive attention.<br /><br />Would highly recommend if you love Pokemon and your about that eat and sleep life 😁",Computers,5.0,True,0,Video Games,8.344650268554688e-05
"I got these to help spice up my Switch a little in appearance, as well as improve ""grip"" on the joysticks. The right one keeps popping off for some reason, but maybe I'm holding the joystick in one direction for too long. Either way, they seem durable and I'm glad it comes with two sets, so you either have a backup in case something breaks, or you can use it as a gift for a loved one.<br /><br />Also, I have pets, so I felt a little obligated to get the paw print ones.",Video Games,5.0,True,0,Video Games,0.07057998861584869
"I played this game when I was younger with my best friend, and I thought it was great. Then we sold the game. Later, I found it was pretty expensive and actually considered 'rare'. How ironic! So, I bought it again, we played it again, and had great fun! I had forgotten how freaky this game was, and how it gets your heart racing. Have fun! ;)",Video Games,5.0,True,2,Video Games,99.99989565235042
"This game is absolutely gorgeous. I'll spare you the play-by-play details, but if you're looking for a good continuation of the Xenoblade Chronicles series, you're in luck. As with previous games in the series, it can be played as a standalone (without having played the rest of the series) but has greater impact and stronger moments if you've played the games in the series up until this one. I've thoroughly enjoyed my time with this game, and have a lot more still to get out of it before I'm done.",Video Games,5.0,True,1,Video Games,99.99967378317535
"While it worked good, it broke only after a few months of use! Unable to charge it due to something happening that I don't even know! Now, I have no way of playing it because of its inability to charge.",Video Games,1.0,True,0,Video Games,0.08579418063163757
"These took some getting used to, the strap that lays across the back of your hands confines the movement especially when trying to use the controller buttons! I just keep them really loose works perfectly but still gives you secure grip. These are perfect for First Person Tennis on the Oculus Quest 2!",All Electronics,5.0,True,0,Video Games,7.152557373046875e-05
"I've seen a lot of these types of inserts for the Oculus Quest 2; however, it is pretty hard to come by something like this available for the original Oculus Quest.<br /><br />The facial interface bracket is very comfortable compared to the stock insert that came with the device.  It was super easy to install.<br /><br />I also like the fact that it came with a carry case for the headset.",All Electronics,5.0,True,0,Video Games,0.18809528290471
Ordered one controller and the stick on it didn't work.  Amazon makes returns easy so started that process.  We received a new controller within 48 hours however the replacement didn't work at all.  Ended up sending both back and requested a refund.,Video Games,1.0,True,0,Video Games,7.152557373046875e-05
"I know nothing about video games (haven't played since the joy-stick became obsolete), so when shopping for games I had a hard time. Wanted a game that all of my kids could play together (boys 4,6,8) and this is a 4 player game so they can have a friend play with them as well. They love it, my 8 year old says his favorite things about it are that you can play football, soccer, and long jump (along with fencing, &#34;dream&#34; long jump, track, cycling, swimming, etc...).",Video Games,5.0,True,1,Video Games,0.00014688657677952577
"I just purchased the new 2DS XL and already had noticed how it is very prone to little scratches on the back of the system. I looked through a ton of cases before deciding on this one. I know I wanted a TPU (softer/flexible) case because the hard plastic cases can cause more scratches and are harder to install and take off. I am so glad I picked this one out! Came in professional packaging, very easy to pop on and off, stays in place, provides plenty of grip, and makes the system look great! Highly recommend this, thanks HORI! :)",Video Games,5.0,True,0,Video Games,0.015374509299670436
"One of them broke right when I got it. The other is quickly wearing out. I would invest a little more money for some higher quality controllers if you want to use these long term. I am very careful with my electronics, but these just didn't last. The buttons didn't feel right either, but part of that may be because I used to have the originals for my SNES to play with and those were made pretty well.",Unknown,2.0,True,0,Video Games,9.006924099885794e-05
"Got this delivered on the release date, and the multiplayer is full of bugs.  Don't buy this yet, wait a month or two.  The beta was better than this.  You play a match, do really well, then just before the end you get a network error and none of your points count.  Very frustrating.  I don't enjoy paying good money for a game to end up being the second round beta for it.",Video Games,2.0,True,4,Video Games,7.981839387216638e-05
4 stars for having a small library of games. Nintendo should have made a cartridge slot so we can play the old games on it. Hacking it is not an option in my opinion. Quality is good and to be expected with Nintendo's name on it. A Raspberry Pi is a better option. Still I love Nintendo and wanted to play my favorites again.,Video Games,4.0,True,0,Video Games,0.00017671971708210776
"Love it. It's a great game. I played it over and over again, and it never seems to get boring. The fairies in the game are dressed modestly unlike the fairies and princesses in Ocarina of Time and Magora's Mask. It's very challenging to.",Video Games,5.0,False,0,Video Games,99.54098096763295
"Is awesome enough to describe a game? With the way video game companies are going now, it's nice to know there's still some great older games I haven't played. Microtransactions just make me want to put my controller down forever. So, for the first time in my life, I will not immediately buy next gen, I've got great gems like these to waste my time with.",Video Games,5.0,True,1,Video Games,0.00024030848246869851
"Sidewinder just feels good. Customizable weights make your pointer swoop across the screen with predictible accuracy. The 360 view feature gives my World of Warcraft character a great advantage with situational awareness. Thumb buttons are very easy to find. A well thought out mouse for gaming.<br /><br />Took a bit to set it up, but works like a charm now.",All Electronics,5.0,True,14,Video Games,0.004315694173173679
The sound quality and volume is great but the reason I rated only 3 stars is because when I'm using these ear phones for making a call and while on a call the other end says my voice is very faint like in far away so they are almost useless if I can't talk on my phone as well...,All Electronics,3.0,True,0,Video Games,8.344650268554688e-05
Why can you only use one at a time wanted to play Mario or Kirby or any old school game with my girlfriend but you can only use ONE AT A TIME WTF man you should put that in the product use when people are buying this a head up would be nice.,Computers,1.0,True,1,Video Games,0.0007508093850638886
Product came as expected. But Sony can do better. But you get what you pay for. I say wait till VR 2 comes out. Im sure the nausea will go away once its 60 fps and 1080 in each eye. Potential is there.,Video Games,3.0,True,0,Video Games,8.040783452401001e-05
It took me 120 hours to complete.  Lots of content!!  Where else can you get 120 hours of entertainment for 30 some odd dollars??  Great job! This game most have taken many log weeks and months to develop. My hats off to everyone involved!,Video Games,5.0,True,0,Video Games,0.0006890296936012952
"We had tried using backup battery packs to keep our Oculus Quest 2 operating for longer periods of time. It would tend to add too much weight for our kids and would not always hold a charge.<br />With this chord, we are able to play for longer periods of time while staying connected. If it starts to get annoying tripping over the chord from time to time, you can at least disconnect and have a few hours of charged play. The length is great because you can play in most rooms in our house with enough space where it does not get pulled from the wall outlets.",Cell Phones & Accessories,5.0,False,0,Video Games,0.002601207830965624
"This is an older game, but still a great one!  You can play offline by yourself against the computer, use lan to play with friends, or go online and play with countless others.  Great storyline as well.",Video Games,5.0,True,1,Video Games,0.0005590154769530287
"We love these guys. Everyone in my family has been playing Skylanders since Spyro's Adventure. So, we had to get these to add to our collection. These are definitely worth the price and you don't have to go around trying to find all the characters. I live in a smaller town and sometimes it is hard to find certain characters here locally. For instance, I still haven't seen Dr. Krankcase and he is my favorite out of the 5 pack.<br /><br />They come in a large box, but each character is in its own original box. So, you can wrap them individually if they are going to be a present.",Video Games,5.0,True,3,Video Games,99.99583195221861
"Indigo Prophecy is an awesome game/interactive movie. As I played I really began to care about the characters. The music and atmosphere are awesome. I only have a few minor complaints. My biggest problem was the left/right button mashing sequences toward the end. It was alright when they were spaced out but the back-to-back ones caused me no small amount of headaches. I got so fed up with this in the last sequence that I just stuck with the mediocre ending instead of trying to get the good one. Overall though, it was an awesome game.",Video Games,4.0,False,3,Video Games,8.44482614170694e-05
"Lamnetably i order this product thinking this game is better than NBA live, but i was wrong.<br />The 2K10 Menu is a disaster and disorder.<br />I can't buy or exchanged players, al least i do not find the options to do it.<br />Anyway, i played the game once and in two months i ain't touch the game again.<br /><br />Sincerely,<br /><br />Abdon Calderon",Video Games,1.0,True,0,Video Games,0.0016697394994991122
"My wife was jealous of my keyboard, so I got her a mechanical one as well. I didn't want to spend the money I spent on mine as she would not use many of it's features. I almost wish I had given her mine and gotten this for myself",Computers,5.0,True,0,Video Games,0.029346879039493512
"These are very cute and easy to put on. I just popped them inside out, then pushed them onto the joysticks. They do tend to end up tilted if I play for a long time, (meaning they rotate a little) but I don't really mind adjusting them when I'm done.",Video Games,5.0,True,0,Video Games,9.613652383055893e-05
I tried to like this game. I've played turn-based games before and this one is okay. Maybe I'm missing something but a tutorial or a display of stats would be helpful. Some things seem completely arbitrary - when my characters have traveled as far as they can or when certain troops should have won when they lost (or vice-versa.),Video Games,2.0,True,0,Video Games,0.00737693211804169
